客户编号,套餐品牌,信用等级,是否使用4GUSIM卡,是否4G资费,网龄,当月ARPU,当月MOU,当月DOU,终端使用时间（月）,当月省内漫游时长,当月省际漫游时长,营销是否成功
11491,2,5,1,1,186,126.16,756,36047,9,28,0,0
11986,2,4,1,0,188,126.16,728,735,26,5,80,0
11846,2,5,1,1,201,126.13,618,74287,0,0,0,0
3836,2,5,0,1,214,126.09,822,133908,2,0,0,1
8947,2,5,0,0,205,126.09,1136,42849,28,0,0,0
3054,2,5,1,1,179,126.08,867,999544,8,15,0,0
14512,2,5,0,0,191,126.08,1836,8993,29,0,0,0
1643,2,5,1,1,191,126.07,1111,15917,5,1,0,0
9282,2,5,0,0,209,126.07,1774,1,26,28,0,0
12654,2,5,1,0,198,126.07,384,79070,6,22,19,0
13034,2,4,0,0,170,126.07,504,11045,3,438,0,0
13009,2,5,0,0,146,126.06,703,144360,22,0,0,1
2064,2,5,1,1,189,126.05,1510,132856,1,0,0,0
4407,2,5,1,1,165,126.05,1741,95127,6,14,61,1
12360,2,5,1,1,164,126.05,275,192530,12,0,0,1
3081,2,5,1,1,177,126.04,1453,68685,20,0,0,1
1180,2,5,1,1,196,126.01,505,75909,22,0,0,1
12127,2,5,0,0,180,126,922,216727,15,30,0,1
13761,2,5,0,0,179,126,863,115403,15,0,68,1
13289,2,5,1,0,216,125.99,869,22804,3,0,0,0
718,2,5,1,1,210,125.98,501,466250,0,0,0,0
14297,2,5,1,1,223,125.98,948,169874,0,4,12,0
1820,2,5,1,1,190,125.97,860,98647,28,3,71,1
3035,2,5,1,1,179,125.97,935,193868,14,0,0,1
8470,2,4,1,0,163,125.96,1808,506,7,41,0,0
9290,2,5,1,0,191,125.96,2294,312330,7,4,41,0
13720,2,5,0,0,180,125.93,2453,26279,18,0,0,0
15479,2,5,1,0,198,125.93,857,60216,32,0,0,0
8623,2,5,0,1,194,125.92,590,187032,10,6,53,1
14142,2,5,0,0,200,125.87,496,133410,20,0,0,1
2959,2,5,1,1,179,125.84,989,340388,1,0,0,0
172,2,5,1,1,245,125.83,578,593302,6,20,51,0
682,2,5,1,1,215,125.83,442,40012,12,0,0,0
11441,2,5,0,0,191,125.83,601,64435,9,0,0,0
4668,2,5,1,1,163,125.81,746,215283,15,0,0,0
15759,2,5,1,1,189,125.79,770,226191,7,17,58,0
4183,2,5,1,1,167,125.76,1750,114222,2,21,0,0
96,2,5,1,1,205,125.74,1208,317403,7,1,0,0
1609,2,5,1,1,191,125.74,1348,72365,1,84,0,0
5472,1,4,0,0,201,125.73,227,23,42,39,178,0
14572,2,5,1,1,185,125.73,1699,77470,17,0,0,0
16227,2,5,0,0,182,125.73,1464,335,20,29,59,0
13134,2,5,0,0,164,125.71,424,87464,27,0,0,1
13791,2,5,0,1,177,125.68,663,141602,17,0,0,1
5194,2,5,1,1,159,125.67,726,216065,11,0,0,1
13596,2,5,0,0,185,125.67,1666,105969,32,14,7,1
3921,2,5,1,1,168,125.66,824,45889,3,0,0,0
3441,2,5,0,1,174,125.65,1129,110794,13,0,183,1
353,2,5,1,1,204,125.64,910,42293,6,89,54,0
7723,2,5,1,1,162,125.64,1767,134171,10,0,0,1
15542,2,5,1,0,199,125.63,783,190337,10,4,0,1
2835,2,5,1,1,180,125.61,728,549015,8,0,0,0
5340,1,4,0,0,204,125.61,589,159456,24,146,0,1
8692,2,5,0,0,168,125.61,557,55454,29,0,121,0
11613,2,4,0,0,178,125.61,259,7855,0,13,0,0
6830,2,5,0,0,201,125.58,259,19728,40,0,0,0
12492,2,5,1,1,205,125.58,602,250220,8,55,59,0
16572,2,5,1,1,175,125.58,696,321071,27,17,0,1
17022,2,5,1,1,163,125.58,993,281601,8,0,0,0
19102,3,5,0,0,159,125.58,532,93920,5,0,0,0
1076,2,5,1,1,196,125.57,128,297628,1,0,0,0
12505,2,5,1,0,206,125.55,1144,36661,3,0,0,0
13473,2,5,1,1,194,125.55,1064,101937,0,75,171,0
635,2,5,1,1,219,125.54,1036,161040,32,0,0,1
14099,2,5,1,0,159,125.53,359,39910,4,0,0,0
2989,2,5,1,1,179,125.52,817,447851,1,73,7,0
14,2,5,1,1,203,125.51,708,203924,5,0,0,0
8991,2,5,1,1,178,125.51,829,235720,5,0,0,0
14845,2,5,1,0,189,125.51,2210,66374,1,0,0,0
901,2,5,1,1,200,125.48,220,562340,2,0,0,0
2208,2,5,1,1,186,125.48,1469,817796,14,10,0,1
524,2,5,1,1,209,125.44,297,113508,1,0,0,1
1156,2,5,1,1,197,125.44,1238,9075,5,3,374,0
15950,2,5,0,0,189,125.44,972,0,19,0,0,1
16066,2,5,1,1,205,125.42,823,0,3,7,0,0
14181,2,5,0,0,214,125.41,1304,263987,20,18,0,0
15751,2,5,0,0,193,125.4,571,191986,5,45,0,1
2981,2,5,1,1,179,125.38,1269,236705,2,0,602,0
17557,3,5,1,1,185,125.36,2745,217814,8,0,0,1
1268,2,5,1,1,197,125.35,972,126633,40,28,0,1
1299,2,5,1,1,198,125.31,891,713522,5,178,0,0
13925,2,5,1,0,169,125.31,730,21429,12,0,0,0
1232,2,5,1,1,197,125.3,1839,186932,19,14,0,1
15016,2,5,1,0,207,125.3,851,1336,41,31,19,0
459,2,5,1,1,201,125.29,1796,25070,1,26,0,0
3730,2,5,1,1,171,125.29,949,499752,13,3,24,1
4158,2,5,1,1,202,125.29,1551,351826,18,0,0,1
5306,2,5,1,1,160,125.29,833,15494,7,0,0,0
15515,2,5,1,0,199,125.29,718,163401,25,7,36,1
792,2,5,1,1,199,125.28,413,267745,0,7,62,0
8064,2,5,0,1,193,125.28,959,188118,9,0,955,0
5011,2,5,1,1,160,125.27,797,489125,9,0,0,0
8779,2,5,0,0,169,125.27,246,0,10,0,0,0
2354,2,5,0,1,184,125.26,604,347232,12,0,0,1
8263,2,5,0,0,189,125.26,1162,71862,13,15,0,0
13019,2,4,1,0,173,125.26,875,1,24,63,111,1
15327,2,5,0,0,201,125.26,807,39011,31,2,80,0
12616,2,3,1,1,43,125.25,1471,99567,41,123,0,1
3561,2,5,1,1,173,125.24,442,212118,0,0,0,0
5722,1,5,1,0,183,125.24,1891,2052,1,58,175,0
14198,2,5,0,0,180,125.24,949,140359,10,83,0,1
17141,2,5,0,0,146,125.23,476,205732,15,0,0,1
13214,2,5,0,0,169,125.21,1288,91418,10,98,0,1
2001,2,5,1,1,189,125.2,918,232098,2,37,293,0
14941,2,5,1,1,164,125.2,2611,149073,16,0,0,1
3718,2,5,1,1,172,125.18,433,1139405,8,0,0,0
13247,2,5,0,0,204,125.17,948,68887,14,31,143,0
2402,2,5,1,1,184,125.16,954,773047,8,121,0,0
17190,2,5,0,0,188,125.11,358,53164,18,0,0,0
3719,2,5,0,1,146,125.1,1348,352349,24,46,0,1
645,2,5,1,1,205,125.09,936,173936,34,0,0,1
4977,2,5,1,1,160,125.08,738,143588,10,29,26,0
16135,2,5,0,1,184,125.08,649,853537,15,0,0,1
1368,2,5,1,1,192,125.07,1936,183172,34,0,0,1
3519,2,4,1,1,94,125.07,770,19796,1,68,9,0
11984,2,5,1,1,187,125.07,1549,115644,27,0,0,1
12736,2,5,0,0,192,125.07,1454,41,32,0,0,1
2890,2,5,1,1,179,125.05,1778,355154,39,0,229,1
12798,2,5,0,0,189,125.05,1144,66906,18,85,72,0
13191,2,5,0,0,210,125.05,804,47498,23,0,0,0
14574,2,5,0,0,185,125.05,978,134068,32,0,0,1
5847,1,4,1,1,146,125.04,190,200626,33,7,78,1
13746,2,5,0,0,146,125.04,808,160989,37,0,0,1
14561,2,5,0,0,185,125.04,763,86885,27,0,0,1
12349,2,5,1,1,165,125.03,2068,741381,7,0,0,0
19672,3,4,0,0,176,125.03,698,5,46,0,113,1
3563,2,5,0,1,173,125.02,951,413051,17,28,574,1
13660,2,5,1,1,184,125.02,903,91159,0,52,82,0
6228,1,4,1,0,162,125.01,1608,199023,9,164,0,1
1549,2,5,1,1,222,124.97,708,460774,1,1,0,0
8928,2,5,0,0,188,124.95,893,32342,37,0,0,0
8390,2,5,0,0,176,124.94,435,64666,16,11,0,0
14067,2,5,0,0,160,124.92,470,53458,16,0,0,0
8109,2,5,1,0,165,124.91,796,0,17,277,0,0
731,2,5,1,1,208,124.9,443,358399,4,135,0,0
14864,2,4,0,0,146,124.84,547,115851,5,0,0,1
2222,2,5,1,1,186,124.83,1400,28421,0,0,38,0
17967,3,4,1,1,163,124.83,1113,556006,3,0,0,1
16880,2,5,1,1,215,124.82,1589,113425,25,0,0,1
1022,2,5,1,1,199,124.81,878,35513,0,0,0,0
2643,2,5,1,1,182,124.79,1225,529816,5,0,8,1
4322,2,4,1,1,165,124.79,624,132855,1,10,0,0
1974,2,5,0,1,188,124.77,10,178735,2,0,0,0
2562,2,5,1,1,205,124.77,183,10590,9,0,0,0
8844,2,5,0,0,163,124.77,1077,200193,16,15,0,0
8835,2,5,0,1,179,124.76,569,540205,5,1,0,0
9828,2,5,0,0,173,124.75,955,23590,34,0,0,0
1616,2,5,1,1,191,124.74,1154,343192,3,0,0,0
17748,3,5,1,1,174,124.71,753,190480,31,34,102,1
7369,2,5,1,1,146,124.68,208,930660,5,0,0,1
2642,2,5,1,1,182,124.67,1021,175327,0,101,15,0
19232,3,4,1,1,176,124.67,764,717495,1,24,14,0
7434,2,5,0,0,183,124.66,763,17867,10,0,0,0
11827,2,5,1,1,200,124.66,2266,17384,34,68,0,1
15119,2,5,1,0,202,124.64,1277,0,27,54,0,1
3994,2,5,1,1,168,124.63,1703,530176,5,26,0,0
5049,2,5,0,1,160,124.63,1238,175977,31,0,0,1
15849,2,5,1,0,191,124.63,1882,63146,7,0,0,0
17432,3,5,0,0,205,124.63,1462,39126,15,18,0,0
4742,2,5,0,1,162,124.61,1036,436849,15,0,98,0
6836,2,5,1,0,200,124.59,211,93395,15,7,152,1
12400,2,5,1,1,164,124.59,578,385983,6,10,0,0
8156,2,4,1,1,201,124.58,624,478998,5,34,76,0
8662,2,5,0,0,201,124.58,794,90,22,18,0,0
13067,2,5,0,0,190,124.58,173,15219,19,3,0,0
15991,2,5,1,0,189,124.58,890,71755,29,0,0,1
16920,2,5,1,0,165,124.58,714,0,8,9,0,1
4389,2,5,1,1,165,124.57,674,257619,5,5,8,0
1544,2,5,0,1,194,124.56,554,657531,19,72,9,0
4675,2,5,1,1,163,124.54,859,389230,1,0,0,0
389,2,5,1,1,208,124.51,622,152787,6,6,15,0
16115,2,5,0,0,185,124.51,245,0,44,0,245,0
16684,2,5,0,0,172,124.5,975,213198,14,0,0,1
2216,2,5,0,1,187,124.48,421,2693,21,0,0,0
2972,2,5,1,1,179,124.47,1271,327591,2,0,0,1
4551,2,4,1,1,163,124.47,447,754542,7,46,14,0
11548,2,5,1,1,180,124.47,837,18575,7,3,14,0
3813,2,5,1,1,183,124.45,1118,151645,3,772,0,1
15028,2,5,1,0,217,124.45,1119,17688,6,52,29,0
16053,2,5,0,0,185,124.45,1425,144380,13,167,0,1
2358,2,5,0,1,184,124.44,1221,158658,17,111,0,1
8443,2,5,0,1,165,124.44,790,321224,21,0,0,1
2993,2,5,1,1,180,124.43,348,584064,20,7,1,1
12601,2,5,0,0,212,124.43,803,79459,36,10,20,1
15549,2,5,0,1,197,124.43,1300,142784,14,0,0,1
13874,2,5,0,0,146,124.41,919,87212,17,0,0,1
8096,2,5,1,1,180,124.4,122,2393,4,0,0,0
4224,2,5,1,1,146,124.39,644,316181,2,31,0,0
13039,2,5,0,0,180,124.36,1494,7022,23,13,0,0
146,2,5,1,1,202,124.35,1703,0,3,3,0,0
17293,3,5,1,1,176,124.35,1730,129872,3,0,0,0
14722,2,5,0,0,177,124.34,464,0,10,260,0,0
14141,2,5,0,0,208,124.33,1370,35213,18,9,0,0
1340,2,5,1,1,193,124.29,536,255805,11,53,0,0
4530,2,5,1,1,164,124.29,1160,120949,7,72,113,0
116,2,5,1,1,213,124.28,1130,500911,7,0,0,0
5461,1,5,1,0,174,124.28,958,54215,37,127,0,0
1315,2,5,1,1,192,124.27,727,153210,4,0,0,0
4310,2,5,1,1,165,124.27,1022,227507,25,56,0,1
6757,2,5,1,0,215,124.27,963,33785,1,0,0,0
8425,2,5,1,0,188,124.26,1349,214800,4,0,0,0
9199,2,5,0,1,173,124.26,2446,299606,21,0,0,1
13973,2,5,1,0,166,124.22,739,50381,6,0,65,0
16854,2,5,1,1,201,124.22,964,713061,5,0,0,0
3609,2,4,1,1,172,124.18,533,197242,1,0,11,0
8332,2,5,1,1,184,124.14,357,85939,20,0,0,1
5091,2,5,1,1,160,124.13,745,108520,12,10,0,1
14351,2,5,0,0,207,124.13,1368,18584,24,1,0,0
12501,2,5,0,0,217,124.12,1271,15026,14,821,0,0
5086,2,5,1,1,160,124.1,1070,199998,7,92,28,0
5200,2,5,1,1,159,124.1,1031,201806,3,0,0,0
5981,1,4,1,1,170,124.05,745,115194,0,0,0,0
14209,2,5,0,0,165,124.05,790,328454,4,258,0,0
8539,2,5,1,1,165,124.04,1005,586239,0,0,0,0
12325,2,5,0,0,198,124.03,935,12,5,72,289,1
8087,2,5,0,1,183,124.02,1895,607155,8,100,0,1
8252,2,5,0,0,191,124.01,864,28183,13,73,0,0
19141,3,4,1,0,165,124.01,599,68,11,0,0,0
9743,2,5,0,0,187,123.9,1082,169845,24,0,0,1
17431,3,4,1,0,197,123.85,940,6044,9,3,140,0
18706,3,5,0,0,233,123.85,350,6235,4,0,0,0
13130,2,5,0,0,164,123.83,984,68646,23,0,0,1
13882,2,5,0,0,173,123.82,1164,65111,6,30,80,0
1711,2,5,1,1,191,123.81,1258,71536,27,0,0,1
12907,2,5,0,0,182,123.8,1072,0,6,0,0,0
4033,2,5,1,1,167,123.78,736,659991,0,0,0,0
13464,2,5,0,0,191,123.78,759,55325,12,22,58,0
9404,2,5,1,1,199,123.77,1583,317821,22,68,0,1
13543,2,5,0,0,187,123.77,858,33681,8,64,0,0
13976,2,5,0,0,166,123.75,545,197697,35,0,0,1
3594,2,5,1,1,146,123.72,1494,310254,0,28,0,0
4351,2,5,0,0,165,123.7,1102,43436,13,0,0,0
2805,2,5,1,1,181,123.68,975,325217,9,0,0,0
13729,2,5,1,0,180,123.67,7,0,0,0,0,0
6615,2,5,1,0,182,123.66,1033,80191,17,10,20,1
2422,2,5,1,1,183,123.65,991,213601,1,3,0,0
3786,2,5,0,1,146,123.64,458,354276,21,9,0,0
5182,2,5,1,1,159,123.64,1096,1151417,4,0,0,0
19710,3,3,0,0,163,123.64,984,0,17,0,0,1
1573,2,5,1,1,193,123.61,730,90221,17,0,0,1
11366,2,5,1,1,204,123.61,985,62824,14,240,0,0
950,2,5,1,1,200,123.6,468,200105,14,0,0,0
1541,2,5,1,1,195,123.59,1612,194074,14,27,0,1
3197,2,4,1,1,178,123.58,1031,292164,37,0,0,1
6407,1,5,0,0,168,123.57,778,103688,22,14,0,1
14177,2,5,0,0,215,123.57,1042,220348,5,0,0,1
1529,2,5,1,1,195,123.55,1135,82192,2,10,0,0
3281,2,5,1,1,176,123.5,796,932999,5,0,0,0
9466,2,5,1,1,213,123.5,1636,860670,10,33,49,0
3155,2,5,1,1,177,123.48,744,281766,31,0,0,1
9403,2,5,1,0,212,123.47,1319,57697,36,74,0,0
13177,2,5,1,0,160,123.47,955,3,3,0,0,1
507,2,5,1,1,209,123.45,848,108709,1,16,0,0
1107,2,5,1,1,199,123.41,1277,36945,5,20,0,0
1603,2,5,1,1,190,123.41,1873,91447,1,0,0,0
12826,2,5,1,0,185,123.41,815,102269,39,0,0,1
6770,2,5,1,0,209,123.39,293,22940,4,0,0,0
806,2,5,1,1,201,123.33,1042,609927,10,0,0,0
1307,2,5,1,1,197,123.31,1153,244747,16,0,32,0
1751,2,5,1,1,189,123.3,679,632944,1,0,0,0
14096,2,5,0,0,159,123.29,1776,16713,31,22,0,0
1731,2,5,1,1,190,123.28,902,478914,13,6,14,1
9835,2,5,0,0,163,123.28,1458,79397,35,12,0,1
6059,1,5,0,1,166,123.27,304,512238,20,0,0,1
7048,2,4,0,0,189,123.26,255,41863,46,0,0,0
16680,2,5,0,0,174,123.25,792,75501,16,4,0,0
843,2,5,1,1,200,123.21,938,214160,2,49,34,0
1890,2,5,1,1,188,123.19,1148,242943,15,14,0,0
3533,2,5,1,1,174,123.19,1014,15114,17,0,0,1
13209,2,5,0,0,182,123.18,2033,6896,19,0,0,0
3538,2,5,1,1,172,123.17,952,323042,2,227,5,0
8241,2,5,0,0,189,123.17,490,527989,29,0,356,1
13993,2,5,0,0,165,123.13,973,105259,24,556,407,0
2139,2,5,1,1,211,123.12,939,343624,2,54,0,0
3886,2,5,1,1,187,123.11,1308,452831,15,0,0,1
2640,2,5,1,1,182,123.08,1089,153844,24,21,0,1
5144,2,5,1,1,159,123.08,2093,20134,4,75,113,0
13193,2,5,0,0,216,123.08,1018,0,9,0,0,0
13107,2,5,1,0,166,123.07,1243,2628,13,142,0,0
17145,2,4,0,0,160,123.06,884,88797,36,0,0,1
14030,2,5,1,0,163,123.03,939,29334,19,0,0,0
480,2,5,0,1,216,123.01,1008,12253,13,26,0,0
9148,2,5,1,1,189,123.01,651,371444,18,0,0,1
3929,2,5,0,1,168,123,155,70361,22,23,34,0
1023,2,5,1,1,214,122.98,1422,89799,1,43,0,0
16763,2,5,0,0,169,122.98,893,243072,14,0,0,1
8832,2,5,0,0,184,122.97,799,70588,3,4,0,0
19992,3,5,0,0,193,122.97,1302,5087,16,4,0,0
2731,2,4,1,1,180,122.96,1141,2064553,4,38,0,0
6654,2,5,1,0,218,122.95,181,0,1,0,0,0
831,2,5,1,1,200,122.94,673,238044,4,0,0,1
17962,3,4,1,0,163,122.92,1237,127865,4,9,19,1
2880,2,5,1,1,179,122.91,840,382459,11,354,0,1
3417,2,5,1,1,175,122.89,962,61665,15,0,0,0
4589,2,5,1,1,163,122.89,1993,234347,1,61,0,0
8852,2,5,1,0,196,122.88,882,1365,1,0,0,0
13842,2,5,0,0,174,122.88,1543,97721,14,0,0,0
14292,2,5,0,0,202,122.86,878,127961,8,7,0,1
15264,2,5,0,1,203,122.86,1412,261542,7,0,0,1
9276,2,5,1,1,160,122.85,1199,832472,7,0,0,0
8265,2,5,0,0,188,122.84,757,12390,35,47,0,0
5920,1,4,1,0,175,122.83,381,143324,14,14,91,0
16764,2,5,0,0,189,122.83,948,67588,26,12,0,0
16718,2,5,1,0,183,122.82,1450,1,23,0,0,1
18679,3,5,0,0,216,122.8,684,37607,20,0,0,0
4962,2,5,1,1,160,122.79,932,415470,14,0,0,1
9300,2,5,1,0,185,122.79,2189,331942,5,5,0,0
2499,2,5,1,1,185,122.77,661,359246,4,0,433,0
4123,2,4,1,1,146,122.73,1533,142488,15,0,0,1
11946,2,5,0,0,190,122.73,348,15226,13,0,348,0
4932,2,5,0,1,161,122.72,860,171088,1,3,0,0
19782,3,5,1,0,210,122.72,779,0,5,13,0,0
5976,1,4,1,1,171,122.69,544,477933,1,5,0,0
2010,2,5,1,1,188,122.68,960,322260,22,0,0,1
4797,2,5,1,1,163,122.68,1033,26242,5,0,0,0
13908,2,5,0,0,171,122.68,1038,50215,8,45,0,0
1720,2,5,1,1,190,122.67,1554,216918,2,30,0,0
11745,2,5,0,1,230,122.67,364,446928,17,19,0,1
12544,2,5,0,0,216,122.67,342,38913,14,0,0,0
13662,2,5,1,0,184,122.65,1272,134925,19,149,211,1
11811,2,5,1,0,206,122.64,766,224527,10,0,0,1
15891,2,5,0,0,188,122.63,781,74942,36,0,0,1
2695,2,5,1,1,182,122.62,1186,229657,31,6,82,1
5102,2,5,1,1,160,122.62,1029,404412,15,0,0,1
8826,2,5,0,0,186,122.62,1145,204833,42,0,0,1
14172,2,5,0,0,169,122.62,1275,119970,32,14,0,1
8635,2,5,0,0,188,122.59,694,75988,33,15,603,1
4689,2,5,1,1,163,122.55,1004,290482,6,0,0,1
862,2,4,1,1,200,122.54,352,189897,2,0,0,0
6633,2,5,1,0,162,122.54,933,179788,20,23,790,1
13127,2,5,0,0,164,122.54,1197,9,23,123,0,1
8314,2,5,1,1,183,122.53,1441,195614,6,7,0,0
8471,2,5,0,0,162,122.51,1395,158216,29,0,0,1
8964,2,5,0,0,178,122.51,935,0,5,0,0,1
11480,2,5,1,1,188,122.51,1453,44232,26,17,103,0
1703,2,5,1,1,190,122.5,1703,101695,9,90,0,1
11949,2,5,0,0,191,122.5,924,114571,22,29,0,0
14205,2,4,0,0,146,122.49,1064,211710,11,295,0,1
166,2,5,1,1,211,122.48,484,412901,1,0,0,1
2509,2,5,0,1,183,122.48,804,575630,14,720,2,0
2740,2,5,1,1,180,122.48,444,1223240,2,12,7,0
4177,2,5,1,1,200,122.46,820,744768,10,20,0,1
19655,3,5,0,0,180,122.46,1152,127220,15,217,0,1
14517,2,5,1,1,189,122.45,504,449896,12,11,0,0
1354,2,5,1,1,191,122.44,853,117107,34,0,0,1
5578,1,5,1,0,196,122.44,1536,2116,20,53,98,0
1281,2,5,1,1,197,122.42,867,245904,3,0,0,0
13738,2,5,1,0,180,122.42,1445,167613,42,3,68,1
3223,2,5,1,1,175,122.41,823,816664,21,56,0,1
8559,2,5,1,1,197,122.4,874,0,16,61,45,0
12681,2,5,1,0,198,122.4,504,89,51,50,0,1
3606,2,5,1,1,172,122.39,655,6285,16,0,0,0
3596,2,5,0,1,173,122.38,752,103717,22,0,0,1
13859,2,5,0,0,174,122.38,1115,6738,12,12,0,0
9815,2,5,1,0,202,122.37,215,18,1,0,0,0
2008,2,5,1,1,188,122.36,1010,823680,3,15,0,0
1423,2,5,1,1,195,122.34,1106,65129,0,0,0,0
8275,2,4,1,0,189,122.34,1170,128341,22,0,0,1
13163,2,5,1,0,160,122.34,1455,47665,38,2,53,0
3864,2,5,1,1,168,122.33,1779,399111,3,12,135,0
15154,2,5,0,0,222,122.32,515,5079,23,0,130,0
2500,2,5,1,1,185,122.31,1721,412779,3,486,216,1
3692,2,5,1,1,186,122.31,1254,543697,2,73,0,0
3646,2,5,1,1,173,122.3,761,376999,3,663,0,0
13155,2,5,0,0,161,122.3,866,0,5,104,45,1
4987,2,5,1,1,161,122.28,1952,151666,30,0,0,1
8647,2,5,0,0,185,122.27,298,166696,22,23,17,1
4595,2,5,1,1,163,122.23,1733,88120,6,0,0,0
3019,2,5,1,1,179,122.2,809,91382,4,61,540,1
14840,2,5,0,0,168,122.19,1305,184513,13,19,0,0
2328,2,5,1,1,185,122.18,404,371462,13,0,0,1
8208,2,5,0,0,197,122.14,558,21,31,13,0,0
14932,2,5,1,1,164,122.14,655,351017,10,29,0,0
15601,2,5,0,0,197,122.14,993,296017,33,0,0,1
16615,2,5,0,0,174,122.14,1097,62480,26,0,0,0
17458,3,4,0,1,193,122.14,573,95726,9,3,58,1
9746,2,5,1,0,188,122.13,798,84762,17,0,0,1
17187,2,5,0,0,195,122.12,570,27638,27,0,0,0
1644,2,5,1,1,191,122.1,1266,100032,18,0,0,0
1752,2,5,1,1,191,122.1,952,245853,5,0,0,0
18836,3,4,1,0,181,122.1,1440,2,1,0,0,1
2120,2,5,0,1,185,122.08,1192,178326,32,65,0,1
8336,2,5,0,0,183,122.08,232,188276,15,112,0,1
15767,2,5,1,1,191,122.08,839,222793,5,20,0,0
8586,2,5,0,0,225,122.05,1144,27770,19,2,56,0
12797,2,5,0,0,188,122.04,602,4997,16,3,225,0
566,2,5,1,1,208,122.03,907,130578,16,44,0,1
5237,2,5,1,1,215,122.02,793,682539,2,0,0,0
14004,2,5,1,1,164,122.02,456,386171,0,1,35,0
4474,2,4,1,1,164,121.99,697,382632,6,643,0,0
13822,2,5,0,0,176,121.99,366,194861,12,0,366,1
14071,2,5,0,0,160,121.99,1239,159618,22,572,0,1
5287,2,5,1,1,181,121.95,766,373635,14,0,573,1
9147,2,5,0,1,187,121.93,937,708682,3,472,0,1
13564,2,5,0,0,188,121.93,912,29546,20,0,0,0
13632,2,5,0,0,187,121.93,686,209,22,33,0,1
9138,2,5,0,0,191,121.92,1374,110292,25,29,0,0
13556,2,5,0,0,189,121.91,1350,7784,14,213,0,0
13795,2,5,0,0,178,121.9,966,92376,13,884,0,1
15753,2,5,0,0,193,121.89,1340,37154,11,0,0,0
15194,2,5,1,1,218,121.88,908,185748,18,0,0,0
16457,2,5,0,0,177,121.88,671,177031,27,0,0,1
7890,2,5,1,0,180,121.86,1559,233261,8,33,54,0
2333,2,5,1,1,186,121.85,588,390991,0,7,0,0
11876,2,5,1,1,197,121.84,802,28,3,0,802,0
2597,2,5,1,1,183,121.83,434,714660,4,0,246,0
12565,2,5,0,0,209,121.82,753,8282,12,22,0,0
14747,2,5,1,0,176,121.81,961,54848,34,1,45,0
11802,2,5,0,1,205,121.8,1809,1,19,122,249,0
13730,2,5,0,0,182,121.8,1314,0,0,0,0,0
8363,2,4,0,1,108,121.78,586,194291,22,48,141,0
12837,2,5,0,0,186,121.77,2179,68634,20,251,0,1
14010,2,5,1,1,164,121.75,905,102249,8,0,0,1
15367,2,5,0,0,199,121.74,575,86369,43,0,0,1
3885,2,5,1,1,169,121.73,1095,0,7,380,0,0
15204,2,5,1,0,216,121.73,1726,114952,8,0,0,1
316,2,5,1,1,206,121.72,1647,715968,5,0,0,0
3321,2,5,1,1,176,121.72,1255,192068,1,0,0,1
1510,2,5,1,1,193,121.71,460,876886,7,71,0,0
13644,2,5,0,0,184,121.68,567,21717,2,21,0,0
19630,3,5,0,0,188,121.68,564,1061,8,124,0,0
2454,2,5,1,1,184,121.67,424,1590533,2,29,0,0
4696,2,5,1,1,163,121.67,471,241626,5,0,0,1
17851,3,4,0,0,165,121.67,832,49599,18,50,0,0
1989,2,5,1,1,188,121.65,371,35570,11,0,0,0
4376,2,5,1,1,165,121.65,658,840721,14,25,0,1
13624,2,5,0,0,186,121.65,169,92387,9,159,0,1
13292,2,5,1,1,210,121.64,875,4,1,0,0,0
165,2,5,1,1,211,121.63,1494,125463,12,0,0,1
6608,2,5,0,0,200,121.62,778,163150,33,0,0,1
9889,2,5,1,1,186,121.6,1419,329424,10,0,0,0
12001,2,5,0,0,189,121.6,480,117335,6,0,0,1
16310,2,5,0,0,181,121.58,1164,65539,15,0,0,0
13461,2,3,1,1,57,121.57,1017,120912,6,0,0,1
14157,2,5,0,0,176,121.56,404,141348,20,0,0,1
17386,3,5,0,0,212,121.53,385,76189,6,9,3,1
3818,2,5,1,1,171,121.5,786,648885,13,0,0,1
8520,2,5,0,1,191,121.5,529,550013,1,51,0,0
19628,3,5,1,0,191,121.49,1286,1841,30,53,7,0
13331,2,5,1,1,215,121.48,653,158386,20,16,0,1
2489,2,5,1,1,184,121.47,1207,42531,21,400,0,0
3002,2,5,1,1,172,121.47,420,200658,32,95,0,1
1503,2,5,1,1,192,121.45,1102,84963,2,1,0,0
8696,2,5,0,0,168,121.45,233,20903,17,3,0,0
419,2,5,0,1,216,121.44,1572,81323,42,16,313,1
4036,2,5,1,1,167,121.44,1302,184589,0,0,0,0
16464,2,4,0,0,178,121.43,1009,344,3,0,0,1
6630,2,5,0,0,163,121.42,1085,41188,35,0,0,0
11592,2,5,1,0,174,121.42,613,39301,1,243,0,0
12575,2,5,0,0,201,121.41,1854,443,38,157,126,0
16222,2,5,0,1,182,121.41,1508,217099,25,0,0,1
4749,2,5,1,1,162,121.4,855,1036533,8,317,0,0
16822,2,5,1,1,167,121.4,625,634546,9,2,53,1
97,2,5,1,1,206,121.39,3455,431198,2,469,0,0
1769,2,5,1,1,191,121.39,671,113181,5,0,0,1
3700,2,5,1,1,170,121.38,1336,319688,15,415,190,1
4395,2,5,1,1,164,121.38,637,136950,24,0,250,1
6627,2,5,1,1,164,121.38,979,364889,10,0,0,0
2199,2,5,1,1,187,121.37,721,224718,16,0,0,1
