客户编号,套餐品牌,信用等级,是否使用4GUSIM卡,是否4G资费,网龄,当月ARPU,当月MOU,当月DOU,终端使用时间（月）,当月省内漫游时长,当月省际漫游时长,营销是否成功
18834,3,4,0,0,146,155.73,1293,131209,20,1,0,1
4191,2,5,1,1,82,155.7,1772,523799,1,98,199,0
3046,2,5,0,1,180,155.69,558,247442,14,0,0,1
4009,2,5,0,1,167,155.69,1779,189126,9,22,69,1
1237,2,5,1,1,197,155.68,1137,135644,0,1137,0,0
1341,2,5,1,1,193,155.64,1854,158604,3,0,0,0
16775,2,5,0,0,190,155.62,719,0,22,0,0,1
5174,2,5,1,1,159,155.57,570,1183573,7,0,0,0
2540,2,5,1,1,183,155.56,1256,110124,11,53,30,1
3782,2,5,1,1,146,155.56,1680,929185,1,0,0,0
15227,2,5,1,0,212,155.56,1211,321002,4,0,0,1
1397,2,5,1,1,195,155.52,1183,537031,1,26,0,0
3529,2,5,1,1,172,155.51,1148,399495,3,0,0,0
1670,2,5,1,1,190,155.49,616,1041600,5,19,0,0
9363,2,5,0,0,178,155.49,860,71458,16,93,0,1
18093,3,5,1,0,185,155.48,908,102174,1,11,0,0
4244,2,5,1,1,146,155.47,970,467424,1,0,0,0
10165,2,5,1,1,183,155.47,2003,8,0,5,0,1
4950,2,5,1,1,146,155.45,1350,765727,10,23,0,0
13670,2,5,1,1,183,155.41,981,55676,0,0,0,0
17329,3,5,1,1,213,155.41,1213,0,0,45,66,0
2961,2,5,1,1,169,155.4,1254,206835,12,8,1246,1
899,2,5,0,1,200,155.39,1558,163278,23,0,1558,1
2100,2,5,1,1,189,155.39,1618,496428,1,131,0,0
14098,2,5,0,0,159,155.36,1076,235711,15,15,0,0
8787,2,5,0,0,167,155.35,1100,8227,2,0,0,0
10481,2,5,1,0,190,155.35,1078,156343,5,0,0,1
2302,2,5,1,1,186,155.32,1410,157449,11,12,0,0
828,2,5,1,1,201,155.31,1800,385519,3,3,0,0
3296,2,5,1,1,146,155.3,1087,147143,4,7,35,0
4737,2,5,1,1,163,155.3,1710,511165,5,29,0,0
4506,2,5,1,1,164,155.29,1096,192952,2,0,0,0
9622,2,5,1,0,194,155.29,723,352,6,2,0,0
613,2,5,1,1,207,155.26,957,215824,8,0,461,1
13774,2,5,1,1,179,155.23,931,7135,17,0,0,1
16728,2,5,1,0,184,155.23,975,280191,10,0,0,1
7965,2,5,0,0,166,155.22,1015,18658,21,27,321,0
4390,2,5,1,1,165,155.2,1063,332700,7,0,0,0
8793,2,5,0,0,165,155.2,1383,102512,15,55,164,1
1819,2,5,1,1,191,155.19,729,287661,7,0,729,0
2588,2,5,0,1,184,155.19,1783,131130,43,0,0,1
3375,2,5,1,1,174,155.18,579,441110,4,0,0,0
3433,2,5,0,1,174,155.18,1051,161216,27,1,0,1
14124,2,5,0,1,168,155.17,0,95002,0,0,0,1
328,2,5,1,1,206,155.16,930,3144524,2,0,36,0
7964,2,5,0,0,195,155.16,47,374,5,0,0,0
8941,2,4,0,0,160,155.1,590,210526,4,0,0,1
5851,1,5,1,0,177,155.07,648,108325,21,26,0,1
5107,2,5,1,1,160,155.05,1127,248432,36,47,0,1
7973,2,5,1,0,198,155.04,159,133419,9,56,3,1
12835,2,5,0,0,185,155.02,1079,142562,11,4,25,1
12728,2,5,1,1,193,155.01,1214,516574,15,64,470,1
1457,2,5,1,1,193,155,715,1212741,8,6,0,0
10482,2,5,0,0,189,155,892,63866,11,0,0,0
44,2,5,1,1,231,154.99,1884,750396,1,75,0,0
12678,2,5,0,0,197,154.99,1477,52742,31,0,0,0
9289,2,5,0,0,193,154.97,1530,59082,3,0,0,0
8716,2,5,1,1,159,154.96,993,52638,10,722,0,0
9353,2,5,1,0,200,154.94,1851,201638,21,0,0,0
17073,2,5,0,1,161,154.94,980,282892,30,0,0,1
7582,2,4,0,0,165,154.93,773,0,12,55,0,0
1052,2,5,1,1,197,154.9,578,593005,12,28,0,1
3448,2,5,1,1,175,154.89,1271,644319,9,6,40,0
16317,2,5,1,1,181,154.88,1328,551048,8,29,46,1
1973,2,5,1,1,188,154.87,3180,353379,31,263,40,1
4816,2,5,0,1,162,154.87,592,427554,15,5,0,1
9618,2,5,1,0,194,154.87,723,42274,22,458,0,0
16197,2,5,0,1,185,154.86,533,460682,14,0,0,1
10029,2,5,0,0,206,154.84,1172,172675,19,52,39,1
16784,2,5,1,1,169,154.83,874,232206,4,59,4,0
4014,2,3,1,1,145,154.81,1948,9458,1,60,0,0
11628,2,5,1,0,169,154.8,564,230179,3,35,200,0
3063,2,5,1,1,178,154.79,1001,122888,10,10,0,0
6860,2,5,0,0,252,154.78,754,14996,11,20,0,0
10285,2,5,0,0,163,154.77,1631,60449,25,67,48,0
13471,2,5,1,1,195,154.76,1884,423202,1,113,0,0
13022,2,5,1,1,172,154.73,1516,20170,5,17,0,0
4483,2,5,1,1,164,154.71,1069,48506,2,0,0,0
16435,2,5,0,0,177,154.7,1073,20613,32,3,52,0
18027,3,4,0,0,160,154.67,946,159,20,0,0,1
11596,2,5,0,0,173,154.64,892,59197,9,0,0,0
11419,2,5,0,0,194,154.63,2209,363,14,0,1242,1
8819,2,5,1,1,200,154.59,946,103572,0,36,1,0
3327,2,5,1,1,175,154.58,1290,253958,8,5,0,1
14018,2,5,1,0,164,154.57,1456,5523,7,0,0,0
15138,2,5,1,1,224,154.57,1190,302928,1,0,0,0
16049,2,5,0,1,187,154.56,844,245855,10,107,0,0
14349,2,5,1,0,207,154.52,1140,2,3,220,0,1
560,2,5,1,1,204,154.51,821,88325,1,73,135,0
15231,2,5,1,1,204,154.45,589,1837071,2,79,0,0
13063,2,5,0,0,202,154.43,2475,199960,15,361,0,1
5203,2,5,1,1,159,154.42,2181,265926,2,51,0,0
4577,2,4,1,1,146,154.4,1422,284656,10,0,0,1
4883,2,5,1,1,161,154.4,532,145975,7,4,20,0
9446,2,5,1,1,190,154.4,1791,374814,10,0,0,1
16699,2,5,0,0,130,154.39,1154,93989,1,0,0,0
5890,1,5,1,1,175,154.38,1537,177221,6,41,28,0
12582,2,5,1,1,213,154.38,978,291973,5,10,84,0
6306,1,5,1,1,160,154.37,880,478698,15,1,0,1
688,2,5,1,1,204,154.34,805,2116243,7,0,0,0
2753,2,5,1,1,181,154.34,790,117438,20,0,790,1
16592,2,5,1,1,174,154.34,1334,76256,41,0,0,1
1721,2,5,1,1,190,154.33,2864,484522,11,220,0,0
3947,2,5,1,1,169,154.33,1096,397663,14,0,0,1
10228,2,5,1,0,146,154.32,1124,69063,12,54,407,1
15642,2,5,1,1,191,154.31,1380,0,16,16,0,0
10579,2,5,1,1,179,154.3,1409,51827,7,7,36,0
222,2,5,0,1,216,154.27,887,252327,15,10,0,1
2584,2,5,1,1,184,154.27,1822,400919,2,50,3,0
9348,2,5,0,0,206,154.26,1538,124435,20,0,0,1
2685,2,5,1,1,183,154.22,834,423569,8,223,0,1
2799,2,5,1,1,180,154.22,1578,183820,9,19,0,1
18353,3,5,1,1,179,154.21,92,704415,8,0,0,1
15980,2,5,0,0,188,154.19,1382,79994,15,1,103,1
1308,2,5,1,1,192,154.18,687,427785,1,0,0,0
445,2,5,1,1,202,154.17,1070,268644,15,0,16,1
3655,2,5,1,1,146,154.17,587,919065,11,23,63,0
11504,2,4,1,0,184,154.15,502,16810,5,274,110,0
13024,2,5,1,1,146,154.15,1148,967758,27,0,0,1
16448,2,5,0,0,177,154.15,638,5,48,8,188,1
10710,2,5,1,0,162,154.14,1358,309973,22,86,0,1
13504,2,5,0,0,190,154.14,1047,47447,12,0,0,0
16814,2,5,0,0,167,154.12,393,40630,23,67,0,0
12115,2,5,1,1,182,154.07,249,0,7,2,110,0
604,2,5,0,1,206,154.06,1203,116796,11,31,0,0
3147,2,5,1,1,177,154.06,1432,175970,3,119,70,0
3333,2,5,0,1,176,154.06,2111,222342,4,21,0,1
4511,2,5,1,1,164,154.03,1172,387871,22,16,36,1
15097,2,5,0,0,216,154.03,666,487824,17,0,0,1
267,2,5,1,1,204,154,1981,269098,3,0,0,0
242,2,5,1,1,204,153.98,1202,310997,7,1,2,0
70,2,5,1,1,208,153.97,663,485434,10,49,0,0
8276,2,5,1,0,188,153.97,790,66844,1,0,0,0
12854,2,5,0,0,189,153.97,887,103989,19,0,0,1
17005,2,5,0,1,163,153.97,1766,545993,22,0,0,0
9985,2,5,1,1,206,153.94,1459,0,40,53,0,0
13749,2,5,1,1,180,153.94,1304,113905,1,6,82,0
1070,2,5,1,1,196,153.9,804,0,22,0,0,0
542,2,5,1,1,209,153.87,1144,475244,0,6,221,0
16918,2,5,1,1,165,153.86,459,622354,5,17,63,0
12610,2,5,1,1,200,153.84,1050,107213,0,79,37,0
12844,2,5,0,0,187,153.83,2125,42572,29,6,0,0
4420,2,5,1,1,164,153.82,1540,516120,9,0,0,0
9303,2,5,1,1,176,153.82,1776,342330,1,0,0,0
17029,2,5,0,0,162,153.81,654,139664,11,54,0,1
2014,2,3,1,1,188,153.8,336,144591,7,47,19,0
9807,2,5,0,0,197,153.79,1200,43582,7,0,0,0
15052,2,5,1,0,239,153.79,1250,89465,30,0,0,1
1693,2,5,1,1,105,153.76,1320,233159,8,27,22,1
2078,2,5,1,1,204,153.76,2218,258001,1,42,0,0
13985,2,5,1,1,165,153.75,1102,319356,14,15,0,1
5780,1,5,1,0,182,153.73,1989,150469,22,0,0,1
15948,2,5,0,0,188,153.72,590,58962,4,16,0,0
9330,2,5,1,1,214,153.71,1153,18,0,0,0,0
10435,2,5,1,1,197,153.67,1302,22721,16,40,631,0
3956,2,5,1,1,169,153.66,635,105895,0,85,0,0
8664,2,5,1,1,182,153.66,716,346742,2,0,0,0
12964,2,5,0,1,173,153.64,819,461844,31,4,331,1
6333,1,5,1,1,160,153.6,1233,71564,2,0,0,0
9808,2,5,0,0,197,153.58,1387,0,17,23,96,0
13456,2,5,0,0,197,153.58,2151,80252,5,59,0,1
2908,2,5,1,1,179,153.56,1274,40927,0,57,180,0
9122,2,5,1,0,193,153.55,898,222468,4,3,13,0
3438,2,5,1,1,174,153.51,345,65797,7,22,0,0
4767,2,5,1,1,163,153.5,1824,286422,5,0,0,1
13709,2,5,1,1,182,153.5,770,48668,22,0,0,0
2395,2,5,1,1,183,153.47,1014,117905,35,49,0,1
7249,2,5,1,0,180,153.44,1008,47885,35,13,4,0
19523,3,5,1,0,195,153.43,632,460236,6,159,0,0
2617,2,5,1,1,182,153.42,1049,170932,38,0,0,1
10074,2,5,1,0,197,153.42,1669,0,21,0,0,0
4304,2,5,1,1,165,153.41,1656,184083,4,2,0,1
14044,2,5,1,0,162,153.41,987,61095,14,4,380,0
4338,2,5,1,1,165,153.37,1515,252600,5,0,0,1
690,2,5,1,1,212,153.36,684,373880,5,0,0,0
15913,2,4,1,1,101,153.35,610,337265,5,0,0,0
2089,2,5,1,1,188,153.34,929,860546,2,3,0,0
16044,2,5,0,1,186,153.32,932,695376,18,42,0,1
13927,2,5,1,1,168,153.31,1499,371210,5,262,1128,1
531,2,5,0,1,202,153.26,2266,50966,22,348,0,0
6812,2,5,0,0,201,153.26,355,0,38,8,0,0
15169,2,5,1,1,204,153.26,649,0,0,13,81,0
8610,2,5,1,1,197,153.25,1148,66108,4,0,0,0
3150,2,5,1,1,146,153.23,1456,421655,13,182,0,1
16611,2,5,0,0,174,153.23,1323,90374,37,0,0,1
5038,2,5,1,1,160,153.22,1236,385204,10,58,0,0
12623,2,5,1,1,201,153.22,1925,203437,2,0,107,0
13692,2,5,1,1,182,153.2,892,97740,3,46,0,1
16295,2,5,0,0,182,153.17,1384,4761,19,0,0,0
333,2,5,1,1,206,153.16,1272,675472,2,729,0,0
12828,2,5,0,0,186,153.15,917,14219,17,0,0,0
2721,2,5,1,1,182,153.14,1309,376784,3,0,0,1
3938,2,5,1,1,189,153.14,632,546704,7,38,187,0
17374,3,5,1,1,206,153.14,1381,244167,15,0,0,1
3618,2,5,0,1,173,153.13,1689,117817,3,22,0,1
15862,2,5,0,0,189,153.13,906,148316,26,14,0,1
523,2,5,1,1,205,153.12,1188,122760,23,52,0,0
1879,2,5,1,1,187,153.09,1783,350472,3,53,165,0
8389,2,5,0,0,176,153.09,627,61409,43,36,0,0
10006,2,5,0,0,202,153.07,796,0,16,0,0,0
10634,2,5,0,0,146,153.07,1288,165423,18,5,57,1
8769,2,5,0,0,177,153.06,2020,0,20,31,0,0
13685,2,5,1,0,206,153.06,1476,29129,12,47,0,0
17686,3,4,1,0,176,153.06,1079,187086,5,0,0,0
8361,2,5,0,0,180,153.05,549,134861,19,0,0,1
16134,2,5,0,0,184,153.04,1988,104965,4,0,0,1
10654,2,5,0,0,208,153.03,1594,28778,10,8,88,0
13487,2,5,1,1,195,153.03,586,624878,13,52,0,1
17126,2,4,1,0,160,153.03,500,76,2,0,211,0
2079,2,5,1,1,189,153.02,1128,151748,3,17,49,0
2324,2,5,1,1,186,153.02,1599,71305,26,0,0,1
13900,2,5,0,1,170,153.02,2840,319972,35,0,0,1
13115,2,5,0,0,165,152.98,2329,125492,24,52,0,0
15832,2,5,0,0,190,152.97,848,263850,37,42,0,1
2117,2,5,1,1,185,152.94,808,164621,0,1,120,0
4683,2,5,1,1,163,152.92,809,174570,6,0,0,1
5716,1,4,1,1,187,152.91,1095,72337,2,0,0,0
610,2,5,1,1,207,152.9,983,228,2,0,983,0
1148,2,5,0,1,196,152.9,589,139190,21,510,0,0
5189,2,5,1,1,159,152.9,1502,140358,3,0,0,1
1179,2,5,1,1,196,152.88,1369,580809,4,6,0,0
3108,2,5,0,1,178,152.88,1393,152619,2,21,0,1
2023,2,5,1,1,189,152.87,1367,201110,9,0,0,1
14041,2,5,0,0,163,152.87,1407,0,17,15,0,0
4029,2,5,1,1,167,152.85,788,201953,16,2,0,1
8775,2,5,0,0,176,152.84,837,0,8,0,800,0
5059,2,5,1,1,160,152.83,1221,62000,20,0,0,0
7941,2,5,0,0,200,152.83,320,38610,22,0,312,0
14846,2,5,1,0,169,152.83,1142,106,1,0,0,0
15798,2,5,0,1,191,152.83,0,184943,1,0,0,1
7844,2,5,0,0,216,152.82,1343,342400,29,0,0,1
2496,2,5,1,1,185,152.81,1321,5390,4,0,0,0
12626,2,5,1,0,201,152.77,2329,29215,1,18,29,0
1807,2,5,1,1,190,152.75,986,114505,5,51,61,0
4514,2,5,1,1,164,152.75,857,271783,9,0,0,1
7903,2,5,1,0,146,152.75,976,796310,12,57,64,0
10652,2,5,1,1,170,152.65,2311,175378,29,69,0,1
13649,2,5,0,0,183,152.62,1420,85778,15,0,0,1
16538,2,5,1,1,176,152.58,1194,311424,7,0,0,0
6749,2,5,0,0,166,152.56,116,216666,16,0,0,0
8579,2,5,0,0,159,152.53,446,122159,31,375,0,1
1283,2,5,1,1,196,152.52,1438,91852,30,42,0,1
10700,2,5,1,0,165,152.47,2173,15312,13,0,0,0
1723,2,5,1,1,106,152.44,1078,206444,3,0,0,1
5050,2,5,1,1,160,152.44,1298,134586,7,0,0,1
961,2,5,1,1,78,152.4,1548,169656,40,0,0,1
13873,2,5,0,1,172,152.4,642,307873,13,31,0,1
6358,1,4,1,1,160,152.38,1765,679731,1,0,0,0
17778,3,5,0,1,172,152.38,983,1014060,14,0,0,1
999,2,5,1,1,200,152.37,1288,31334,4,0,0,0
14072,2,5,0,0,160,152.34,1403,16,4,14,0,1
4818,2,5,1,1,162,152.33,2090,73436,13,9,0,1
5212,2,5,1,1,64,152.33,1301,341508,4,1164,0,0
10343,2,5,0,0,211,152.33,1110,109915,22,5,17,0
2560,2,5,1,1,229,152.32,1571,149734,32,0,0,1
12326,2,5,1,1,166,152.32,1696,56146,1,0,0,0
5337,2,4,0,0,146,152.29,517,2439,22,28,157,0
7102,2,4,0,0,186,152.28,361,0,10,250,0,1
14459,2,5,0,0,193,152.26,507,22718,35,181,0,0
15734,2,5,0,0,193,152.26,2043,4,22,41,57,1
13590,2,5,0,0,186,152.22,920,103870,24,0,0,1
16060,2,5,0,0,186,152.22,1313,9947,28,8,0,0
10219,2,5,0,0,174,152.18,1010,0,0,922,0,1
9829,2,5,1,0,146,152.17,910,414,22,0,0,1
7149,2,5,1,1,185,152.16,1187,207757,22,0,0,1
1051,2,5,1,1,197,152.15,842,266103,16,0,0,1
8410,2,4,0,0,170,152.13,551,29422,34,25,0,0
3988,2,5,1,1,168,152.12,1478,32991,2,29,0,0
4118,2,5,1,1,166,152.11,1073,351196,12,83,0,1
10300,2,5,0,0,159,152.11,893,185585,23,0,0,1
976,2,5,1,1,201,152.1,1658,1945508,9,0,0,0
10266,2,5,0,0,165,152.07,567,38,9,15,4,0
2481,2,5,1,1,183,152.06,913,657068,14,38,580,1
4147,2,5,1,1,168,152.06,2036,61703,28,0,0,0
457,2,5,1,1,242,152.05,933,10512,38,0,0,0
1580,2,5,1,1,192,152.04,959,625720,6,9,0,0
953,2,5,0,1,200,152.02,726,174561,11,18,0,1
4568,2,5,1,1,163,152.02,1806,242092,7,2,0,0
11836,2,5,0,1,201,151.98,1885,239404,5,74,0,1
12688,2,5,0,0,192,151.96,7,0,0,0,0,0
2175,2,5,1,1,186,151.93,827,935056,7,26,49,0
10539,2,5,1,0,185,151.93,2078,0,14,569,28,0
10687,2,5,0,0,199,151.92,932,32401,24,7,603,0
10081,2,5,0,0,191,151.91,138,1494,2,0,37,0
16101,2,5,1,1,185,151.91,982,712365,0,1,0,0
3987,2,5,1,1,169,151.9,1369,675191,1,0,0,0
10364,2,5,0,0,206,151.9,913,4781,7,629,0,0
4924,2,5,1,1,162,151.86,2534,150729,5,0,0,0
4455,2,5,1,1,164,151.85,1461,332763,1,3,207,0
14298,2,5,0,1,207,151.85,783,463865,21,0,0,1
16061,2,5,1,0,186,151.85,522,42879,15,17,9,0
12810,2,5,0,0,189,151.84,425,38788,12,0,0,0
10025,2,5,0,0,211,151.81,1421,51791,13,0,0,0
3151,2,5,1,1,178,151.79,1228,37345,7,48,215,0
4424,2,5,1,1,164,151.78,816,544,1,4,0,1
14420,2,5,1,0,197,151.78,837,17952,1,20,0,0
14672,2,5,1,1,180,151.78,583,115405,11,0,33,1
7864,2,5,0,0,192,151.75,769,353528,10,0,53,1
3124,2,5,1,1,178,151.74,1353,152997,4,12,0,0
